,Unnamed: 0,CRSDep,CRSDepRound,ActDep,DepDelay,Origin,Dest,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Temp,DewPoint,RelHumidity,Precip,WindDir,WindSpeed,AirPressure
759,759,2008-01-18 11:55:00,2008-01-18 12:00:00,2008-01-18 11:55:00,0,ORD,SBN,,,,,,-12.8,-16.1,76.0,0.0,210.0,11.2,1017.4
721,721,2008-01-18 11:55:00,2008-01-18 12:00:00,2008-01-18 12:36:00,41,ORD,ATW,45.0,0.0,0.0,0.0,0.0,-12.8,-16.1,76.0,0.0,210.0,11.2,1017.4
13,13,2008-01-18 12:40:00,2008-01-18 13:00:00,2008-01-18 13:27:00,47,ORD,EWR,,,,,,-12.8,-16.1,76.0,0.0,220.0,16.6,1017.8
2480,2480,2008-01-18 13:10:00,2008-01-18 13:00:00,2008-01-18 14:00:00,50,ORD,SYR,0.0,0.0,0.0,0.0,45.0,-12.8,-16.1,76.0,0.0,220.0,16.6,1017.8
742,742,2008-01-18 13:17:00,2008-01-18 13:00:00,2008-01-18 14:35:00,78,ORD,FWA,0.0,0.0,0.0,0.0,94.0,-12.8,-16.1,76.0,0.0,220.0,16.6,1017.8
719,719,2008-01-18 14:14:00,2008-01-18 14:00:00,2008-01-18 14:14:00,0,ORD,ABE,,,,,,-11.7,-15.1,76.0,0.0,210.0,18.4,1017.8
724,724,2008-01-18 13:35:00,2008-01-18 14:00:00,2008-01-18 14:42:00,67,ORD,BMI,65.0,0.0,0.0,0.0,0.0,-11.7,-15.1,76.0,0.0,210.0,18.4,1017.8
722,722,2008-01-18 13:58:00,2008-01-18 14:00:00,2008-01-18 14:10:00,12,ORD,AVP,,,,,,-11.7,-15.1,76.0,0.0,210.0,18.4,1017.8
2494,2494,2008-01-18 14:52:00,2008-01-18 15:00:00,2008-01-18 15:33:00,41,ORD,BHM,0.0,0.0,0.0,0.0,41.0,-9.4,-13.9,70.0,0.0,220.0,18.4,1018.4
739,739,2008-01-18 14:50:00,2008-01-18 15:00:00,2008-01-18 15:23:00,33,ORD,DSM,35.0,0.0,0.0,0.0,0.0,-9.4,-13.9,70.0,0.0,220.0,18.4,1018.4
2478,2478,2008-01-18 15:15:00,2008-01-18 15:00:00,2008-01-18 15:37:00,22,ORD,CLE,0.0,0.0,0.0,0.0,21.0,-9.4,-13.9,70.0,0.0,220.0,18.4,1018.4
732,732,2008-01-18 16:25:00,2008-01-18 16:00:00,2008-01-18 18:20:00,115,ORD,CAE,0.0,0.0,0.0,0.0,110.0,-7.8,-12.9,67.0,0.0,220.0,20.5,1018.4
728,728,2008-01-18 16:10:00,2008-01-18 16:00:00,2008-01-18 16:59:00,49,ORD,BUF,59.0,0.0,0.0,0.0,0.0,-7.8,-12.9,67.0,0.0,220.0,20.5,1018.4
58,58,2008-01-18 16:00:00,2008-01-18 16:00:00,2008-01-18 17:06:00,66,ORD,EWR,0.0,66.0,16.0,0.0,0.0,-7.8,-12.9,67.0,0.0,220.0,20.5,1018.4
2474,2474,2008-01-18 17:00:00,2008-01-18 17:00:00,2008-01-18 17:06:00,6,ORD,MKE,23.0,0.0,0.0,0.0,0.0,-5.6,-11.7,62.0,0.0,220.0,25.9,1017.3
1345,1345,2008-01-18 17:30:00,2008-01-18 17:00:00,2008-01-18 17:35:00,5,ORD,JFK,,,,,,-5.6,-11.7,62.0,0.0,220.0,25.9,1017.3
720,720,2008-01-18 16:38:00,2008-01-18 17:00:00,2008-01-18 19:11:00,153,ORD,ABE,135.0,0.0,0.0,0.0,0.0,-5.6,-11.7,62.0,0.0,220.0,25.9,1017.3
2473,2473,2008-01-18 17:45:00,2008-01-18 18:00:00,2008-01-18 18:29:00,44,ORD,MSN,0.0,0.0,0.0,0.0,54.0,-5.0,-10.6,65.0,0.0,230.0,22.3,1016.4
746,746,2008-01-18 17:50:00,2008-01-18 18:00:00,2008-01-18 17:50:00,0,ORD,GSP,0.0,0.0,22.0,0.0,0.0,-5.0,-10.6,65.0,0.0,230.0,22.3,1016.4
730,730,2008-01-18 18:30:00,2008-01-18 18:00:00,2008-01-18 20:04:00,94,ORD,CAE,0.0,0.0,0.0,0.0,84.0,-5.0,-10.6,65.0,0.0,230.0,22.3,1016.4
727,727,2008-01-18 19:30:00,2008-01-18 19:00:00,2008-01-18 19:39:00,9,ORD,BNA,0.0,0.0,0.0,0.0,20.0,-3.9,-9.3,66.0,0.0,210.0,24.1,1015.8
740,740,2008-01-18 19:00:00,2008-01-18 19:00:00,2008-01-18 21:02:00,122,ORD,DSM,0.0,0.0,0.0,0.0,135.0,-3.9,-9.3,66.0,0.0,210.0,24.1,1015.8
748,748,2008-01-18 19:30:00,2008-01-18 19:00:00,2008-01-18 20:28:00,58,ORD,MBS,76.0,0.0,0.0,0.0,0.0,-3.9,-9.3,66.0,0.0,210.0,24.1,1015.8
735,735,2008-01-18 20:20:00,2008-01-18 20:00:00,2008-01-18 21:30:00,70,ORD,CID,0.0,0.0,0.0,0.0,85.0,-3.3,-8.9,65.0,0.0,230.0,27.7,1015.5
738,738,2008-01-18 19:55:00,2008-01-18 20:00:00,2008-01-18 21:42:00,107,ORD,CWA,0.0,0.0,0.0,0.0,107.0,-3.3,-8.9,65.0,0.0,230.0,27.7,1015.5
2481,2481,2008-01-18 20:10:00,2008-01-18 20:00:00,2008-01-18 20:22:00,12,ORD,SAT,17.0,0.0,0.0,0.0,0.0,-3.3,-8.9,65.0,0.0,230.0,27.7,1015.5
736,736,2008-01-18 20:55:00,2008-01-18 21:00:00,2008-01-18 21:54:00,59,ORD,CLT,0.0,0.0,0.0,0.0,56.0,-3.3,-8.9,65.0,0.0,240.0,24.1,1015.4
725,725,2008-01-18 21:20:00,2008-01-18 21:00:00,2008-01-18 21:28:00,8,ORD,BMI,,,,,,-3.3,-8.9,65.0,0.0,240.0,24.1,1015.4
747,747,2008-01-18 21:30:00,2008-01-18 21:00:00,2008-01-18 21:40:00,10,ORD,LAN,,,,,,-3.3,-8.9,65.0,0.0,240.0,24.1,1015.4
5303,5303,2008-01-18 21:40:00,2008-01-18 22:00:00,2008-01-18 21:54:00,14,ORD,MSP,,,,,,-3.9,-7.9,74.0,,260.0,20.5,1016.0
10002,10002,2008-01-18 22:05:00,2008-01-18 22:00:00,2008-01-18 23:00:00,55,ORD,CMI,0.0,9.0,0.0,0.0,43.0,-3.9,-7.9,74.0,,260.0,20.5,1016.0
12091,12091,2008-01-18 21:40:00,2008-01-18 22:00:00,2008-01-18 23:04:00,84,ORD,MSN,40.0,21.0,8.0,0.0,23.0,-3.9,-7.9,74.0,,260.0,20.5,1016.0
3372,3372,2008-01-19 06:30:00,2008-01-19 06:00:00,2008-01-19 06:47:00,17,ORD,CLT,,,,,,-14.4,-18.3,72.0,,290.0,22.3,1022.8
6248,6248,2008-01-19 06:00:00,2008-01-19 06:00:00,2008-01-19 06:03:00,3,ORD,DEN,,,,,,-14.4,-18.3,72.0,,290.0,22.3,1022.8
2566,2566,2008-01-19 06:00:00,2008-01-19 06:00:00,2008-01-19 06:00:00,0,ORD,TYS,,,,,,-14.4,-18.3,72.0,,290.0,22.3,1022.8
768,768,2008-01-19 06:45:00,2008-01-19 07:00:00,2008-01-19 07:25:00,40,ORD,BNA,78.0,0.0,0.0,0.0,0.0,-15.0,-19.4,69.0,,290.0,18.4,1024.1
764,764,2008-01-19 06:38:00,2008-01-19 07:00:00,2008-01-19 07:15:00,37,ORD,BDL,17.0,0.0,0.0,0.0,0.0,-15.0,-19.4,69.0,,290.0,18.4,1024.1
770,770,2008-01-19 07:28:00,2008-01-19 07:00:00,2008-01-19 07:28:00,0,ORD,BUF,,,,,,-15.0,-19.4,69.0,,290.0,18.4,1024.1
2548,2548,2008-01-19 08:27:00,2008-01-19 08:00:00,2008-01-19 08:31:00,4,ORD,SGF,,,,,,-16.1,-20.6,68.0,0.0,290.0,20.5,1024.3
786,786,2008-01-19 07:35:00,2008-01-19 08:00:00,2008-01-19 09:31:00,116,ORD,MDT,112.0,0.0,0.0,0.0,0.0,-16.1,-20.6,68.0,0.0,290.0,20.5,1024.3
792,792,2008-01-19 08:29:00,2008-01-19 08:00:00,2008-01-19 08:47:00,18,ORD,SAT,24.0,0.0,0.0,0.0,0.0,-16.1,-20.6,68.0,0.0,290.0,20.5,1024.3
765,765,2008-01-19 09:28:00,2008-01-19 09:00:00,2008-01-19 09:50:00,22,ORD,BHM,23.0,0.0,0.0,0.0,0.0,-16.7,-21.1,69.0,0.0,310.0,22.3,1024.4
783,783,2008-01-19 09:00:00,2008-01-19 09:00:00,2008-01-19 09:32:00,32,ORD,GSP,33.0,0.0,0.0,0.0,0.0,-16.7,-21.1,69.0,0.0,310.0,22.3,1024.4
762,762,2008-01-19 09:15:00,2008-01-19 09:00:00,2008-01-19 09:31:00,16,ORD,ATL,23.0,0.0,0.0,0.0,0.0,-16.7,-21.1,69.0,0.0,310.0,22.3,1024.4
794,794,2008-01-19 09:45:00,2008-01-19 10:00:00,2008-01-19 09:45:00,0,ORD,SBN,,,,,,-17.2,-21.7,68.0,0.0,300.0,20.5,1024.8
766,766,2008-01-19 10:15:00,2008-01-19 10:00:00,2008-01-19 11:10:00,55,ORD,BMI,54.0,0.0,0.0,0.0,0.0,-17.2,-21.7,68.0,0.0,300.0,20.5,1024.8
778,778,2008-01-19 09:45:00,2008-01-19 10:00:00,2008-01-19 09:50:00,5,ORD,CWA,,,,,,-17.2,-21.7,68.0,0.0,300.0,20.5,1024.8
771,771,2008-01-19 11:25:00,2008-01-19 11:00:00,2008-01-19 11:26:00,1,ORD,BUF,,,,,,-17.8,-22.8,65.0,0.0,290.0,20.5,1025.5
73,73,2008-01-19 11:05:00,2008-01-19 11:00:00,2008-01-19 12:07:00,62,ORD,EWR,9.0,0.0,0.0,0.0,23.0,-17.8,-22.8,65.0,0.0,290.0,20.5,1025.5
790,790,2008-01-19 11:22:00,2008-01-19 11:00:00,2008-01-19 11:46:00,24,ORD,ORF,,,,,,-17.8,-22.8,65.0,0.0,290.0,20.5,1025.5
1348,1348,2008-01-19 12:05:00,2008-01-19 12:00:00,2008-01-19 14:10:00,125,ORD,JFK,0.0,125.0,14.0,0.0,0.0,-18.3,-23.3,65.0,0.0,310.0,24.1,1025.2
2576,2576,2008-01-19 12:25:00,2008-01-19 12:00:00,2008-01-19 12:25:00,0,ORD,ICT,,,,,,-18.3,-23.3,65.0,0.0,310.0,24.1,1025.2
2583,2583,2008-01-19 12:05:00,2008-01-19 12:00:00,2008-01-19 12:27:00,22,ORD,OKC,,,,,,-18.3,-23.3,65.0,0.0,310.0,24.1,1025.2
780,780,2008-01-19 13:17:00,2008-01-19 13:00:00,2008-01-19 15:44:00,147,ORD,FWA,133.0,0.0,0.0,0.0,0.0,-19.4,-24.0,67.0,0.0,300.0,13.0,1026.1
784,784,2008-01-19 13:10:00,2008-01-19 13:00:00,2008-01-19 13:10:00,0,ORD,MBS,,,,,,-19.4,-24.0,67.0,0.0,300.0,13.0,1026.1
763,763,2008-01-19 13:10:00,2008-01-19 13:00:00,2008-01-19 13:10:00,0,ORD,AUS,,,,,,-19.4,-24.0,67.0,0.0,300.0,13.0,1026.1
774,774,2008-01-19 13:40:00,2008-01-19 14:00:00,2008-01-19 16:12:00,152,ORD,CHS,164.0,0.0,0.0,0.0,0.0,-19.4,-24.0,67.0,0.0,280.0,22.3,1027.0
773,773,2008-01-19 14:18:00,2008-01-19 14:00:00,2008-01-19 16:45:00,147,ORD,CAE,0.0,0.0,0.0,0.0,144.0,-19.4,-24.0,67.0,0.0,280.0,22.3,1027.0
767,767,2008-01-19 13:35:00,2008-01-19 14:00:00,2008-01-19 13:35:00,0,ORD,BMI,,,,,,-19.4,-24.0,67.0,0.0,280.0,22.3,1027.0
785,785,2008-01-19 15:20:00,2008-01-19 15:00:00,2008-01-19 15:30:00,10,ORD,MCI,,,,,,-18.9,-23.8,65.0,0.0,290.0,18.4,1027.9
2568,2568,2008-01-19 14:45:00,2008-01-19 15:00:00,2008-01-19 14:53:00,8,ORD,ATW,,,,,,-18.9,-23.8,65.0,0.0,290.0,18.4,1027.9
2564,2564,2008-01-19 14:45:00,2008-01-19 15:00:00,2008-01-19 14:59:00,14,ORD,BHM,0.0,0.0,0.0,0.0,16.0,-18.9,-23.8,65.0,0.0,290.0,18.4,1027.9
2584,2584,2008-01-19 16:03:00,2008-01-19 16:00:00,2008-01-19 16:03:00,0,ORD,MKE,,,,,,-18.3,-24.0,61.0,0.0,290.0,22.3,1028.1
796,796,2008-01-19 16:05:00,2008-01-19 16:00:00,2008-01-19 17:41:00,96,ORD,TVC,95.0,0.0,0.0,0.0,0.0,-18.3,-24.0,61.0,0.0,290.0,22.3,1028.1
2577,2577,2008-01-19 15:35:00,2008-01-19 16:00:00,2008-01-19 15:58:00,23,ORD,MEM,0.0,30.0,0.0,0.0,0.0,-18.3,-24.0,61.0,0.0,290.0,22.3,1028.1
2555,2555,2008-01-19 16:45:00,2008-01-19 17:00:00,2008-01-19 16:53:00,8,ORD,CID,,,,,,-17.2,-23.3,59.0,0.0,260.0,24.1,1028.3
791,791,2008-01-19 16:36:00,2008-01-19 17:00:00,2008-01-19 16:56:00,20,ORD,ROC,20.0,0.0,0.0,0.0,0.0,-17.2,-23.3,59.0,0.0,260.0,24.1,1028.3
2563,2563,2008-01-19 16:40:00,2008-01-19 17:00:00,2008-01-19 17:32:00,52,ORD,SBN,58.0,0.0,0.0,0.0,0.0,-17.2,-23.3,59.0,0.0,260.0,24.1,1028.3
2551,2551,2008-01-19 17:55:00,2008-01-19 18:00:00,2008-01-19 18:04:00,9,ORD,MKE,,,,,,-16.1,-22.9,56.0,0.0,310.0,25.9,1027.5
777,777,2008-01-19 18:05:00,2008-01-19 18:00:00,2008-01-19 18:07:00,2,ORD,CLT,30.0,0.0,0.0,0.0,0.0,-16.1,-22.9,56.0,0.0,310.0,25.9,1027.5
772,772,2008-01-19 18:30:00,2008-01-19 18:00:00,2008-01-19 19:35:00,65,ORD,CAE,0.0,0.0,0.0,0.0,94.0,-16.1,-22.9,56.0,0.0,310.0,25.9,1027.5
789,789,2008-01-19 19:30:00,2008-01-19 19:00:00,2008-01-19 20:05:00,35,ORD,ORF,0.0,0.0,0.0,0.0,38.0,-16.1,-22.9,56.0,0.0,290.0,24.1,1027.0
769,769,2008-01-19 19:30:00,2008-01-19 19:00:00,2008-01-19 23:11:00,221,ORD,BNA,0.0,0.0,0.0,0.0,205.0,-16.1,-22.9,56.0,0.0,290.0,24.1,1027.0
2572,2572,2008-01-19 18:55:00,2008-01-19 19:00:00,2008-01-19 18:58:00,3,ORD,GRB,,,,,,-16.1,-22.9,56.0,0.0,290.0,24.1,1027.0
2557,2557,2008-01-19 20:10:00,2008-01-19 20:00:00,2008-01-19 20:22:00,12,ORD,SAT,,,,,,-15.6,-22.8,54.0,0.0,280.0,29.5,1026.6
779,779,2008-01-19 19:55:00,2008-01-19 20:00:00,2008-01-19 19:55:00,0,ORD,DSM,,,,,,-15.6,-22.8,54.0,0.0,280.0,29.5,1026.6
775,775,2008-01-19 20:25:00,2008-01-19 20:00:00,2008-01-19 20:42:00,17,ORD,CID,,,,,,-15.6,-22.8,54.0,0.0,280.0,29.5,1026.6
2562,2562,2008-01-19 21:10:00,2008-01-19 21:00:00,2008-01-19 21:15:00,5,ORD,PIT,,,,,,-15.6,-22.8,54.0,0.0,280.0,24.1,1026.7
2585,2585,2008-01-19 20:50:00,2008-01-19 21:00:00,2008-01-19 21:47:00,57,ORD,ATW,55.0,0.0,0.0,0.0,0.0,-15.6,-22.8,54.0,0.0,280.0,24.1,1026.7
776,776,2008-01-19 20:55:00,2008-01-19 21:00:00,2008-01-19 21:40:00,45,ORD,CLT,0.0,0.0,0.0,0.0,66.0,-15.6,-22.8,54.0,0.0,280.0,24.1,1026.7
14003,14003,2008-01-19 21:35:00,2008-01-19 22:00:00,2008-01-19 21:52:00,17,ORD,LGA,,,,,,-16.1,-23.3,54.0,0.0,280.0,22.3,1026.7
14935,14935,2008-01-19 21:55:00,2008-01-19 22:00:00,2008-01-19 23:52:00,117,ORD,DTW,60.0,54.0,0.0,0.0,0.0,-16.1,-23.3,54.0,0.0,280.0,22.3,1026.7
10003,10003,2008-01-19 22:05:00,2008-01-19 22:00:00,2008-01-19 22:08:00,3,ORD,CMI,,,,,,-16.1,-23.3,54.0,0.0,280.0,22.3,1026.7
2627,2627,2008-01-20 06:30:00,2008-01-20 06:00:00,2008-01-20 06:30:00,0,ORD,DFW,,,,,,-19.4,-25.0,61.0,0.0,290.0,18.4,1029.4
828,828,2008-01-20 06:28:00,2008-01-20 06:00:00,2008-01-20 07:13:00,45,ORD,SAV,0.0,0.0,0.0,0.0,38.0,-19.4,-25.0,61.0,0.0,290.0,18.4,1029.4
2610,2610,2008-01-20 06:00:00,2008-01-20 06:00:00,2008-01-20 06:11:00,11,ORD,CVG,0.0,0.0,0.0,0.0,27.0,-19.4,-25.0,61.0,0.0,290.0,18.4,1029.4
802,802,2008-01-20 06:45:00,2008-01-20 07:00:00,2008-01-20 06:45:00,0,ORD,BNA,,,,,,-19.4,-25.0,61.0,0.0,290.0,22.3,1029.3
5497,5497,2008-01-20 07:00:00,2008-01-20 07:00:00,2008-01-20 07:32:00,32,ORD,DCA,29.0,0.0,0.0,0.0,0.0,-19.4,-25.0,61.0,0.0,290.0,22.3,1029.3
2647,2647,2008-01-20 06:51:00,2008-01-20 07:00:00,2008-01-20 07:24:00,33,ORD,SBN,0.0,0.0,0.0,0.0,28.0,-19.4,-25.0,61.0,0.0,290.0,22.3,1029.3
809,809,2008-01-20 08:30:00,2008-01-20 08:00:00,2008-01-20 09:09:00,39,ORD,CHS,34.0,0.0,0.0,0.0,0.0,-20.0,-25.1,64.0,0.0,290.0,16.6,1029.8
823,823,2008-01-20 08:25:00,2008-01-20 08:00:00,2008-01-20 08:32:00,7,ORD,MHT,,,,,,-20.0,-25.1,64.0,0.0,290.0,16.6,1029.8
797,797,2008-01-20 08:00:00,2008-01-20 08:00:00,2008-01-20 12:50:00,290,ORD,ABE,260.0,0.0,0.0,0.0,0.0,-20.0,-25.1,64.0,0.0,290.0,16.6,1029.8
812,812,2008-01-20 09:04:00,2008-01-20 09:00:00,2008-01-20 09:28:00,24,ORD,COS,26.0,0.0,0.0,0.0,0.0,-20.0,-25.1,64.0,0.0,270.0,14.8,1030.5
805,805,2008-01-20 09:04:00,2008-01-20 09:00:00,2008-01-20 10:25:00,81,ORD,CAE,81.0,0.0,0.0,0.0,0.0,-20.0,-25.1,64.0,0.0,270.0,14.8,1030.5
801,801,2008-01-20 09:28:00,2008-01-20 09:00:00,2008-01-20 09:43:00,15,ORD,BHM,,,,,,-20.0,-25.1,64.0,0.0,270.0,14.8,1030.5
2622,2622,2008-01-20 10:10:00,2008-01-20 10:00:00,2008-01-20 10:12:00,2,ORD,BOI,,,,,,-20.0,-25.1,64.0,0.0,280.0,11.2,1030.7
2614,2614,2008-01-20 10:00:00,2008-01-20 10:00:00,2008-01-20 10:08:00,8,ORD,ATW,,,,,,-20.0,-25.1,64.0,0.0,280.0,11.2,1030.7
1351,1351,2008-01-20 09:40:00,2008-01-20 10:00:00,2008-01-20 11:10:00,90,ORD,JFK,73.0,0.0,0.0,0.0,0.0,-20.0,-25.1,64.0,0.0,280.0,11.2,1030.7
2615,2615,2008-01-20 11:12:00,2008-01-20 11:00:00,2008-01-20 11:36:00,24,ORD,IND,0.0,0.0,0.0,0.0,28.0,-20.6,-25.0,68.0,0.0,290.0,13.0,1030.6
2613,2613,2008-01-20 10:58:00,2008-01-20 11:00:00,2008-01-20 11:00:00,2,ORD,GRR,,,,,,-20.6,-25.0,68.0,0.0,290.0,13.0,1030.6
826,826,2008-01-20 11:22:00,2008-01-20 11:00:00,2008-01-20 11:29:00,7,ORD,ORF,,,,,,-20.6,-25.0,68.0,0.0,290.0,13.0,1030.6
829,829,2008-01-20 11:55:00,2008-01-20 12:00:00,2008-01-20 11:55:00,0,ORD,SBN,,,,,,-20.6,-25.0,68.0,0.0,290.0,14.8,1031.0
2617,2617,2008-01-20 11:59:00,2008-01-20 12:00:00,2008-01-20 12:25:00,26,ORD,CID,0.0,0.0,0.0,0.0,28.0,-20.6,-25.0,68.0,0.0,290.0,14.8,1031.0
799,799,2008-01-20 11:55:00,2008-01-20 12:00:00,2008-01-20 11:55:00,0,ORD,ATW,,,,,,-20.6,-25.0,68.0,0.0,290.0,14.8,1031.0
816,816,2008-01-20 13:17:00,2008-01-20 13:00:00,2008-01-20 13:17:00,0,ORD,FWA,,,,,,-20.6,-25.0,68.0,0.0,270.0,16.6,1031.7
831,831,2008-01-20 13:10:00,2008-01-20 13:00:00,2008-01-20 13:50:00,40,ORD,SYR,0.0,0.0,28.0,0.0,0.0,-20.6,-25.0,68.0,0.0,270.0,16.6,1031.7
9,9,2008-01-20 12:40:00,2008-01-20 13:00:00,2008-01-20 14:19:00,99,ORD,EWR,0.0,0.0,80.0,0.0,0.0,-20.6,-25.0,68.0,0.0,270.0,16.6,1031.7
818,818,2008-01-20 14:00:00,2008-01-20 14:00:00,2008-01-20 14:05:00,5,ORD,GSO,,,,,,-20.6,-25.0,68.0,0.0,250.0,18.4,1033.1
800,800,2008-01-20 13:58:00,2008-01-20 14:00:00,2008-01-20 14:16:00,18,ORD,AVP,22.0,0.0,0.0,0.0,0.0,-20.6,-25.0,68.0,0.0,250.0,18.4,1033.1
808,808,2008-01-20 14:16:00,2008-01-20 14:00:00,2008-01-20 19:55:00,339,ORD,CAK,320.0,0.0,0.0,0.0,0.0,-20.6,-25.0,68.0,0.0,250.0,18.4,1033.1
806,806,2008-01-20 14:32:00,2008-01-20 15:00:00,2008-01-20 15:22:00,50,ORD,CAE,39.0,0.0,0.0,0.0,0.0,-19.4,-24.3,65.0,0.0,260.0,14.8,1034.2
814,814,2008-01-20 14:54:00,2008-01-20 15:00:00,2008-01-20 15:27:00,33,ORD,DSM,0.0,0.0,0.0,0.0,27.0,-19.4,-24.3,65.0,0.0,260.0,14.8,1034.2
820,820,2008-01-20 14:46:00,2008-01-20 15:00:00,2008-01-20 15:20:00,34,ORD,GSP,21.0,0.0,0.0,0.0,0.0,-19.4,-24.3,65.0,0.0,260.0,14.8,1034.2
830,830,2008-01-20 16:25:00,2008-01-20 16:00:00,2008-01-20 18:34:00,129,ORD,SPI,129.0,0.0,0.0,0.0,0.0,-17.8,-23.9,59.0,0.0,270.0,14.8,1034.8
2616,2616,2008-01-20 15:39:00,2008-01-20 16:00:00,2008-01-20 15:39:00,0,ORD,CLE,,,,,,-17.8,-23.9,59.0,0.0,270.0,14.8,1034.8
817,817,2008-01-20 16:24:00,2008-01-20 16:00:00,2008-01-20 16:51:00,27,ORD,GRB,27.0,0.0,0.0,0.0,0.0,-17.8,-23.9,59.0,0.0,270.0,14.8,1034.8
827,827,2008-01-20 16:36:00,2008-01-20 17:00:00,2008-01-20 16:36:00,0,ORD,ROC,,,,,,-16.1,-23.9,51.0,0.0,280.0,22.3,1035.3
798,798,2008-01-20 16:38:00,2008-01-20 17:00:00,2008-01-20 18:28:00,110,ORD,ABE,121.0,0.0,0.0,0.0,0.0,-16.1,-23.9,51.0,0.0,280.0,22.3,1035.3
1353,1353,2008-01-20 17:30:00,2008-01-20 17:00:00,2008-01-20 17:30:00,0,ORD,JFK,,,,,,-16.1,-23.9,51.0,0.0,280.0,22.3,1035.3
2618,2618,2008-01-20 18:02:00,2008-01-20 18:00:00,2008-01-20 18:11:00,9,ORD,LAN,,,,,,-15.0,-23.3,49.0,0.0,270.0,22.3,1034.9
2619,2619,2008-01-20 17:49:00,2008-01-20 18:00:00,2008-01-20 18:19:00,30,ORD,COS,0.0,0.0,0.0,0.0,24.0,-15.0,-23.3,49.0,0.0,270.0,22.3,1034.9
811,811,2008-01-20 18:21:00,2008-01-20 18:00:00,2008-01-20 18:49:00,28,ORD,CLT,0.0,0.0,28.0,0.0,0.0,-15.0,-23.3,49.0,0.0,270.0,22.3,1034.9
1349,1349,2008-01-20 19:10:00,2008-01-20 19:00:00,2008-01-20 19:17:00,7,ORD,CVG,,,,,,-13.9,-22.8,47.0,0.0,270.0,24.1,1034.7
804,804,2008-01-20 18:35:00,2008-01-20 19:00:00,2008-01-20 18:59:00,24,ORD,CAE,0.0,0.0,0.0,0.0,24.0,-13.9,-22.8,47.0,0.0,270.0,24.1,1034.7
821,821,2008-01-20 19:30:00,2008-01-20 19:00:00,2008-01-20 19:31:00,1,ORD,MBS,,,,,,-13.9,-22.8,47.0,0.0,270.0,24.1,1034.7
810,810,2008-01-20 20:25:00,2008-01-20 20:00:00,2008-01-20 20:28:00,3,ORD,CID,,,,,,-13.3,-23.2,43.0,0.0,280.0,20.5,1034.9
807,807,2008-01-20 19:41:00,2008-01-20 20:00:00,2008-01-20 22:50:00,189,ORD,CAK,0.0,0.0,0.0,0.0,170.0,-13.3,-23.2,43.0,0.0,280.0,20.5,1034.9
803,803,2008-01-20 19:40:00,2008-01-20 20:00:00,2008-01-20 19:42:00,2,ORD,BNA,,,,,,-13.3,-23.2,43.0,0.0,280.0,20.5,1034.9
2634,2634,2008-01-20 21:30:00,2008-01-20 21:00:00,2008-01-20 22:44:00,74,ORD,GRB,70.0,0.0,0.0,0.0,0.0,-13.3,-22.7,45.0,0.0,260.0,22.3,1034.9
2625,2625,2008-01-20 21:30:00,2008-01-20 21:00:00,2008-01-20 21:37:00,7,ORD,PIT,,,,,,-13.3,-22.7,45.0,0.0,260.0,22.3,1034.9
824,824,2008-01-20 21:30:00,2008-01-20 21:00:00,2008-01-20 21:41:00,11,ORD,MSN,,,,,,-13.3,-22.7,45.0,0.0,260.0,22.3,1034.9
12092,12092,2008-01-20 21:40:00,2008-01-20 22:00:00,2008-01-20 21:56:00,16,ORD,MSN,16.0,0.0,8.0,0.0,0.0,-12.8,-22.8,43.0,0.0,280.0,14.8,1035.3
12639,12639,2008-01-20 21:35:00,2008-01-20 22:00:00,2008-01-20 21:52:00,17,ORD,GRR,,,,,,-12.8,-22.8,43.0,0.0,280.0,14.8,1035.3
5304,5304,2008-01-20 21:40:00,2008-01-20 22:00:00,2008-01-20 22:30:00,50,ORD,MSP,0.0,0.0,0.0,0.0,45.0,-12.8,-22.8,43.0,0.0,280.0,14.8,1035.3
882,882,2008-01-21 06:28:00,2008-01-21 06:00:00,2008-01-21 06:43:00,15,ORD,SAV,20.0,0.0,0.0,0.0,0.0,-13.3,-22.2,47.0,0.0,290.0,13.0,1037.9
2680,2680,2008-01-21 06:17:00,2008-01-21 06:00:00,2008-01-21 07:02:00,45,ORD,CID,52.0,0.0,0.0,0.0,0.0,-13.3,-22.2,47.0,0.0,290.0,13.0,1037.9
2684,2684,2008-01-21 06:30:00,2008-01-21 06:00:00,2008-01-21 06:32:00,2,ORD,DFW,,,,,,-13.3,-22.2,47.0,0.0,290.0,13.0,1037.9
2658,2658,2008-01-21 07:00:00,2008-01-21 07:00:00,2008-01-21 07:08:00,8,ORD,FWA,19.0,0.0,0.0,0.0,0.0,-13.3,-21.1,52.0,0.0,260.0,11.2,1038.3
866,866,2008-01-21 06:38:00,2008-01-21 07:00:00,2008-01-21 06:43:00,5,ORD,LAN,,,,,,-13.3,-21.1,52.0,0.0,260.0,11.2,1038.3
2705,2705,2008-01-21 07:15:00,2008-01-21 07:00:00,2008-01-21 07:15:00,0,ORD,HPN,,,,,,-13.3,-21.1,52.0,0.0,260.0,11.2,1038.3
851,851,2008-01-21 08:30:00,2008-01-21 08:00:00,2008-01-21 09:37:00,67,ORD,CHS,0.0,0.0,64.0,0.0,0.0,-12.8,-21.1,50.0,0.0,290.0,9.4,1038.4
