,Unnamed: 0,CRSDep,CRSDepRound,ActDep,DepDelay,Origin,Dest,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Temp,DewPoint,RelHumidity,Precip,WindDir,WindSpeed,AirPressure
8198,8198,2008-01-01 05:00:00,2008-01-01 05:00:00,2008-01-01 08:25:00,205,ORD,PHX,205.0,0.0,29.0,0.0,0.0,-1.7,-3.3,89.0,,320.0,31.7,1010.7
1427,1427,2008-01-01 06:10:00,2008-01-01 06:00:00,2008-01-01 06:47:00,37,ORD,CVG,44.0,0.0,0.0,0.0,0.0,-2.8,-5.0,85.0,,310.0,29.5,1012.0
1508,1508,2008-01-01 06:00:00,2008-01-01 06:00:00,2008-01-01 06:09:00,9,ORD,SYR,22.0,0.0,0.0,0.0,0.0,-2.8,-5.0,85.0,,310.0,29.5,1012.0
3400,3400,2008-01-01 06:00:00,2008-01-01 06:00:00,2008-01-01 06:14:00,14,ORD,LAX,,,,,,-2.8,-5.0,85.0,,310.0,29.5,1012.0
1436,1436,2008-01-01 06:41:00,2008-01-01 07:00:00,2008-01-01 06:46:00,5,ORD,DFW,0.0,38.0,0.0,0.0,0.0,-3.9,-5.6,88.0,,300.0,27.7,1012.7
6596,6596,2008-01-01 07:00:00,2008-01-01 07:00:00,2008-01-01 07:52:00,52,ORD,SFO,28.0,0.0,0.0,0.0,0.0,-3.9,-5.6,88.0,,300.0,27.7,1012.7
1489,1489,2008-01-01 06:58:00,2008-01-01 07:00:00,2008-01-01 07:03:00,5,ORD,TVC,17.0,0.0,0.0,0.0,0.0,-3.9,-5.6,88.0,,300.0,27.7,1012.7
1440,1440,2008-01-01 08:15:00,2008-01-01 08:00:00,2008-01-01 08:37:00,22,ORD,ASE,23.0,0.0,0.0,0.0,0.0,-4.4,-6.7,84.0,,310.0,24.1,1014.0
1448,1448,2008-01-01 08:04:00,2008-01-01 08:00:00,2008-01-01 08:22:00,18,ORD,IAH,28.0,0.0,0.0,0.0,0.0,-4.4,-6.7,84.0,,310.0,24.1,1014.0
1504,1504,2008-01-01 08:18:00,2008-01-01 08:00:00,2008-01-01 08:41:00,23,ORD,CHS,0.0,0.0,0.0,0.0,28.0,-4.4,-6.7,84.0,,310.0,24.1,1014.0
1429,1429,2008-01-01 09:00:00,2008-01-01 09:00:00,2008-01-01 10:00:00,60,ORD,BTV,0.0,0.0,0.0,0.0,105.0,-5.0,-7.8,81.0,,310.0,27.7,1015.2
96,96,2008-01-01 09:00:00,2008-01-01 09:00:00,2008-01-01 11:44:00,164,ORD,ABE,160.0,0.0,0.0,0.0,0.0,-5.0,-7.8,81.0,,310.0,27.7,1015.2
1432,1432,2008-01-01 09:00:00,2008-01-01 09:00:00,2008-01-01 11:40:00,160,ORD,ROA,0.0,0.0,0.0,0.0,154.0,-5.0,-7.8,81.0,,310.0,27.7,1015.2
1443,1443,2008-01-01 10:14:00,2008-01-01 10:00:00,2008-01-01 10:42:00,28,ORD,BOI,61.0,0.0,0.0,0.0,0.0,-5.0,-7.8,81.0,,310.0,27.7,1016.0
113,113,2008-01-01 09:40:00,2008-01-01 10:00:00,2008-01-01 10:19:00,39,ORD,CAK,44.0,0.0,0.0,0.0,0.0,-5.0,-7.8,81.0,,310.0,27.7,1016.0
123,123,2008-01-01 09:45:00,2008-01-01 10:00:00,2008-01-01 10:06:00,21,ORD,DSM,44.0,0.0,0.0,0.0,0.0,-5.0,-7.8,81.0,,310.0,27.7,1016.0
119,119,2008-01-01 11:02:00,2008-01-01 11:00:00,2008-01-01 11:02:00,0,ORD,CLT,,,,,,-5.0,-7.8,81.0,,290.0,16.6,1017.0
128,128,2008-01-01 11:09:00,2008-01-01 11:00:00,2008-01-01 11:12:00,3,ORD,GRR,26.0,0.0,0.0,0.0,0.0,-5.0,-7.8,81.0,,290.0,16.6,1017.0
1438,1438,2008-01-01 11:30:00,2008-01-01 11:00:00,2008-01-01 11:57:00,27,ORD,PIT,0.0,0.0,0.0,0.0,42.0,-5.0,-7.8,81.0,,290.0,16.6,1017.0
133,133,2008-01-01 12:00:00,2008-01-01 12:00:00,2008-01-01 12:20:00,20,ORD,OKC,0.0,0.0,0.0,0.0,31.0,-5.6,-7.9,84.0,,300.0,18.4,1017.8
99,99,2008-01-01 11:55:00,2008-01-01 12:00:00,2008-01-01 12:04:00,9,ORD,ATW,,,,,,-5.6,-7.9,84.0,,300.0,18.4,1017.8
1430,1430,2008-01-01 12:30:00,2008-01-01 12:00:00,2008-01-01 12:30:00,0,ORD,OMA,,,,,,-5.6,-7.9,84.0,,300.0,18.4,1017.8
100,100,2008-01-01 13:15:00,2008-01-01 13:00:00,2008-01-01 14:01:00,46,ORD,AUS,0.0,0.0,0.0,0.0,40.0,-6.1,-9.5,77.0,,300.0,20.5,1018.6
105,105,2008-01-01 13:10:00,2008-01-01 13:00:00,2008-01-01 13:28:00,18,ORD,BNA,0.0,29.0,0.0,0.0,0.0,-6.1,-9.5,77.0,,300.0,20.5,1018.6
103,103,2008-01-01 13:13:00,2008-01-01 13:00:00,2008-01-01 13:13:00,0,ORD,BMI,,,,,,-6.1,-9.5,77.0,,300.0,20.5,1018.6
95,95,2008-01-01 14:18:00,2008-01-01 14:00:00,2008-01-01 14:26:00,8,ORD,ABE,0.0,0.0,43.0,0.0,0.0,-6.1,-9.5,77.0,0.0,300.0,18.4,1019.0
115,115,2008-01-01 14:27:00,2008-01-01 14:00:00,2008-01-01 14:27:00,0,ORD,CAK,,,,,,-6.1,-9.5,77.0,0.0,300.0,18.4,1019.0
112,112,2008-01-01 14:10:00,2008-01-01 14:00:00,2008-01-01 14:10:00,0,ORD,CAE,0.0,0.0,21.0,0.0,0.0,-6.1,-9.5,77.0,0.0,300.0,18.4,1019.0
1435,1435,2008-01-01 14:50:00,2008-01-01 15:00:00,2008-01-01 16:21:00,91,ORD,CLE,0.0,0.0,0.0,0.0,146.0,-6.1,-10.0,74.0,,290.0,18.4,1019.9
121,121,2008-01-01 14:50:00,2008-01-01 15:00:00,2008-01-01 14:54:00,4,ORD,COS,,,,,,-6.1,-10.0,74.0,,290.0,18.4,1019.9
98,98,2008-01-01 14:45:00,2008-01-01 15:00:00,2008-01-01 17:17:00,152,ORD,ATW,0.0,0.0,0.0,0.0,159.0,-6.1,-10.0,74.0,,290.0,18.4,1019.9
109,109,2008-01-01 16:18:00,2008-01-01 16:00:00,2008-01-01 16:32:00,14,ORD,BUF,64.0,0.0,0.0,0.0,0.0,-6.1,-9.5,77.0,,290.0,20.5,1020.6
8,8,2008-01-01 16:00:00,2008-01-01 16:00:00,2008-01-01 16:52:00,52,ORD,EWR,0.0,0.0,51.0,0.0,0.0,-6.1,-9.5,77.0,,290.0,20.5,1020.6
107,107,2008-01-01 15:45:00,2008-01-01 16:00:00,2008-01-01 16:05:00,20,ORD,BNA,44.0,0.0,0.0,0.0,0.0,-6.1,-9.5,77.0,,290.0,20.5,1020.6
135,135,2008-01-01 16:33:00,2008-01-01 17:00:00,2008-01-01 18:02:00,89,ORD,PIT,0.0,0.0,0.0,0.0,103.0,-6.1,-9.5,77.0,,290.0,20.5,1021.0
1446,1446,2008-01-01 16:53:00,2008-01-01 17:00:00,2008-01-01 18:27:00,94,ORD,MSN,0.0,0.0,0.0,0.0,98.0,-6.1,-9.5,77.0,,290.0,20.5,1021.0
1437,1437,2008-01-01 17:14:00,2008-01-01 17:00:00,2008-01-01 17:43:00,29,ORD,FSD,0.0,0.0,0.0,0.0,34.0,-6.1,-9.5,77.0,,290.0,20.5,1021.0
120,120,2008-01-01 18:00:00,2008-01-01 18:00:00,2008-01-01 19:23:00,83,ORD,CLT,0.0,0.0,0.0,0.0,78.0,-6.1,-9.5,77.0,,310.0,20.5,1020.9
1468,1468,2008-01-01 17:38:00,2008-01-01 18:00:00,2008-01-01 19:25:00,107,ORD,XNA,0.0,0.0,0.0,0.0,102.0,-6.1,-9.5,77.0,,310.0,20.5,1020.9
110,110,2008-01-01 18:15:00,2008-01-01 18:00:00,2008-01-01 20:29:00,134,ORD,CAE,134.0,0.0,0.0,0.0,0.0,-6.1,-9.5,77.0,,310.0,20.5,1020.9
97,97,2008-01-01 19:15:00,2008-01-01 19:00:00,2008-01-01 20:51:00,96,ORD,ABE,0.0,0.0,0.0,0.0,88.0,-6.1,-9.5,77.0,,300.0,20.5,1021.1
132,132,2008-01-01 19:30:00,2008-01-01 19:00:00,2008-01-01 21:40:00,130,ORD,MBS,0.0,0.0,133.0,0.0,0.0,-6.1,-9.5,77.0,,300.0,20.5,1021.1
114,114,2008-01-01 19:30:00,2008-01-01 19:00:00,2008-01-01 20:39:00,69,ORD,CAK,0.0,0.0,0.0,0.0,72.0,-6.1,-9.5,77.0,,300.0,20.5,1021.1
1445,1445,2008-01-01 19:31:00,2008-01-01 20:00:00,2008-01-01 21:52:00,141,ORD,TVC,0.0,0.0,0.0,0.0,134.0,-6.7,-10.1,77.0,,310.0,22.3,1021.8
1447,1447,2008-01-01 19:55:00,2008-01-01 20:00:00,2008-01-01 22:38:00,163,ORD,OKC,0.0,0.0,0.0,0.0,140.0,-6.7,-10.1,77.0,,310.0,22.3,1021.8
102,102,2008-01-01 19:35:00,2008-01-01 20:00:00,2008-01-01 19:35:00,0,ORD,BHM,,,,,,-6.7,-10.1,77.0,,310.0,22.3,1021.8
108,108,2008-01-01 21:25:00,2008-01-01 21:00:00,2008-01-01 22:55:00,90,ORD,BUF,0.0,0.0,0.0,0.0,89.0,-7.2,-10.5,77.0,,300.0,27.7,1022.6
101,101,2008-01-01 20:59:00,2008-01-01 21:00:00,2008-01-01 21:25:00,26,ORD,BDL,27.0,0.0,0.0,0.0,0.0,-7.2,-10.5,77.0,,300.0,27.7,1022.6
106,106,2008-01-01 21:15:00,2008-01-01 21:00:00,2008-01-01 23:54:00,159,ORD,BNA,156.0,0.0,0.0,0.0,0.0,-7.2,-10.5,77.0,,300.0,27.7,1022.6
122,122,2008-01-01 22:20:00,2008-01-01 22:00:00,2008-01-01 23:40:00,80,ORD,DSM,69.0,0.0,0.0,0.0,0.0,-7.8,-10.6,80.0,,300.0,22.3,1023.9
134,134,2008-01-01 21:35:00,2008-01-01 22:00:00,2008-01-01 21:37:00,2,ORD,PIT,0.0,0.0,0.0,0.0,23.0,-7.8,-10.6,80.0,,300.0,22.3,1023.9
104,104,2008-01-01 21:40:00,2008-01-01 22:00:00,2008-01-01 23:40:00,120,ORD,BMI,119.0,0.0,0.0,0.0,0.0,-7.8,-10.6,80.0,,300.0,22.3,1023.9
8217,8217,2008-01-02 05:00:00,2008-01-02 05:00:00,2008-01-02 05:07:00,7,ORD,PHX,,,,,,-14.4,-18.8,69.0,0.0,300.0,24.1,1029.3
190,190,2008-01-02 06:30:00,2008-01-02 06:00:00,2008-01-02 08:33:00,123,ORD,MBS,0.0,0.0,0.0,0.0,138.0,-15.6,-19.3,73.0,0.0,300.0,25.9,1029.8
180,180,2008-01-02 06:15:00,2008-01-02 06:00:00,2008-01-02 09:22:00,187,ORD,GSO,188.0,0.0,0.0,0.0,0.0,-15.6,-19.3,73.0,0.0,300.0,25.9,1029.8
163,163,2008-01-02 06:30:00,2008-01-02 06:00:00,2008-01-02 06:51:00,21,ORD,CID,0.0,0.0,0.0,0.0,46.0,-15.6,-19.3,73.0,0.0,300.0,25.9,1029.8
197,197,2008-01-02 07:13:00,2008-01-02 07:00:00,2008-01-02 07:33:00,20,ORD,ROC,15.0,0.0,0.0,0.0,0.0,-15.6,-20.0,69.0,0.0,300.0,24.1,1030.0
154,154,2008-01-02 07:25:00,2008-01-02 07:00:00,2008-01-02 07:57:00,32,ORD,BUF,20.0,0.0,0.0,0.0,0.0,-15.6,-20.0,69.0,0.0,300.0,24.1,1030.0
173,173,2008-01-02 07:08:00,2008-01-02 07:00:00,2008-01-02 08:43:00,95,ORD,FWA,98.0,0.0,0.0,0.0,0.0,-15.6,-20.0,69.0,0.0,300.0,24.1,1030.0
178,178,2008-01-02 08:00:00,2008-01-02 08:00:00,2008-01-02 08:00:00,0,ORD,GRR,,,,,,-16.1,-20.0,72.0,0.0,300.0,24.1,1030.8
164,164,2008-01-02 08:00:00,2008-01-02 08:00:00,2008-01-02 09:03:00,63,ORD,CID,66.0,0.0,0.0,0.0,0.0,-16.1,-20.0,72.0,0.0,300.0,24.1,1030.8
148,148,2008-01-02 08:15:00,2008-01-02 08:00:00,2008-01-02 10:22:00,127,ORD,BHM,125.0,0.0,0.0,0.0,0.0,-16.1,-20.0,72.0,0.0,300.0,24.1,1030.8
182,182,2008-01-02 09:00:00,2008-01-02 09:00:00,2008-01-02 10:50:00,110,ORD,GSP,99.0,0.0,0.0,0.0,0.0,-16.7,-20.6,72.0,0.0,290.0,18.4,1031.3
139,139,2008-01-02 09:00:00,2008-01-02 09:00:00,2008-01-02 09:25:00,25,ORD,ABE,33.0,0.0,0.0,0.0,0.0,-16.7,-20.6,72.0,0.0,290.0,18.4,1031.3
1515,1515,2008-01-02 09:00:00,2008-01-02 09:00:00,2008-01-02 09:03:00,3,ORD,BTV,0.0,0.0,0.0,0.0,18.0,-16.7,-20.6,72.0,0.0,290.0,18.4,1031.3
149,149,2008-01-02 10:13:00,2008-01-02 10:00:00,2008-01-02 10:47:00,34,ORD,BMI,27.0,0.0,0.0,0.0,0.0,-17.0,-20.1,77.0,0.0,290.0,22.3,
143,143,2008-01-02 10:07:00,2008-01-02 10:00:00,2008-01-02 11:51:00,104,ORD,ATW,0.0,0.0,0.0,0.0,98.0,-17.0,-20.1,77.0,0.0,290.0,22.3,
158,158,2008-01-02 09:40:00,2008-01-02 10:00:00,2008-01-02 11:13:00,93,ORD,CAK,0.0,0.0,0.0,0.0,89.0,-17.0,-20.1,77.0,0.0,290.0,22.3,
1528,1528,2008-01-02 11:30:00,2008-01-02 11:00:00,2008-01-02 11:47:00,17,ORD,PIT,0.0,0.0,0.0,0.0,19.0,-15.6,-19.3,73.0,0.0,300.0,18.4,1032.8
166,166,2008-01-02 11:02:00,2008-01-02 11:00:00,2008-01-02 11:06:00,4,ORD,CLT,,,,,,-15.6,-19.3,73.0,0.0,300.0,18.4,1032.8
179,179,2008-01-02 11:09:00,2008-01-02 11:00:00,2008-01-02 12:21:00,72,ORD,GRR,0.0,0.0,0.0,0.0,59.0,-15.6,-19.3,73.0,0.0,300.0,18.4,1032.8
144,144,2008-01-02 11:55:00,2008-01-02 12:00:00,2008-01-02 12:08:00,13,ORD,ATW,,,,,,-16.7,-19.9,76.0,0.0,290.0,13.0,1033.5
18,18,2008-01-02 11:55:00,2008-01-02 12:00:00,2008-01-02 12:38:00,43,ORD,IAH,0.0,0.0,4.0,0.0,16.0,-16.7,-19.9,76.0,0.0,290.0,13.0,1033.5
193,193,2008-01-02 12:00:00,2008-01-02 12:00:00,2008-01-02 12:01:00,1,ORD,OKC,,,,,,-16.7,-19.9,76.0,0.0,290.0,13.0,1033.5
152,152,2008-01-02 13:10:00,2008-01-02 13:00:00,2008-01-02 13:20:00,10,ORD,BNA,33.0,0.0,0.0,0.0,0.0,-16.1,-19.4,76.0,,300.0,18.4,1034.4
145,145,2008-01-02 13:15:00,2008-01-02 13:00:00,2008-01-02 13:55:00,40,ORD,AUS,32.0,0.0,0.0,0.0,0.0,-16.1,-19.4,76.0,,300.0,18.4,1034.4
81,81,2008-01-02 12:50:00,2008-01-02 13:00:00,2008-01-02 13:31:00,41,ORD,EWR,0.0,0.0,58.0,0.0,0.0,-16.1,-19.4,76.0,,300.0,18.4,1034.4
138,138,2008-01-02 14:18:00,2008-01-02 14:00:00,2008-01-02 14:19:00,1,ORD,ABE,,,,,,-14.4,-17.9,75.0,,290.0,16.6,1034.8
157,157,2008-01-02 14:10:00,2008-01-02 14:00:00,2008-01-02 15:07:00,57,ORD,CAE,0.0,0.0,0.0,0.0,44.0,-14.4,-17.9,75.0,,290.0,16.6,1034.8
146,146,2008-01-02 13:35:00,2008-01-02 14:00:00,2008-01-02 14:35:00,60,ORD,AVP,59.0,0.0,0.0,0.0,0.0,-14.4,-17.9,75.0,,290.0,16.6,1034.8
1524,1524,2008-01-02 14:50:00,2008-01-02 15:00:00,2008-01-02 15:01:00,11,ORD,CLE,29.0,0.0,0.0,0.0,0.0,-13.9,-16.8,79.0,,300.0,18.4,1036.2
168,168,2008-01-02 14:50:00,2008-01-02 15:00:00,2008-01-02 17:11:00,141,ORD,COS,131.0,0.0,0.0,0.0,0.0,-13.9,-16.8,79.0,,300.0,18.4,1036.2
141,141,2008-01-02 14:45:00,2008-01-02 15:00:00,2008-01-02 16:19:00,94,ORD,ATW,0.0,0.0,0.0,0.0,98.0,-13.9,-16.8,79.0,,300.0,18.4,1036.2
156,156,2008-01-02 16:15:00,2008-01-02 16:00:00,2008-01-02 18:37:00,142,ORD,CAE,0.0,0.0,0.0,0.0,135.0,-11.7,-15.6,73.0,,310.0,16.6,1036.9
201,201,2008-01-02 16:25:00,2008-01-02 16:00:00,2008-01-02 17:12:00,47,ORD,SPI,28.0,0.0,0.0,0.0,0.0,-11.7,-15.6,73.0,,310.0,16.6,1036.9
175,175,2008-01-02 16:30:00,2008-01-02 16:00:00,2008-01-02 16:40:00,10,ORD,FWA,,,,,,-11.7,-15.6,73.0,,310.0,16.6,1036.9
195,195,2008-01-02 16:33:00,2008-01-02 17:00:00,2008-01-02 17:53:00,80,ORD,PIT,75.0,0.0,0.0,0.0,0.0,-9.4,-13.9,70.0,0.0,330.0,20.5,1037.0
150,150,2008-01-02 16:42:00,2008-01-02 17:00:00,2008-01-02 19:11:00,149,ORD,BMI,140.0,0.0,0.0,0.0,0.0,-9.4,-13.9,70.0,0.0,330.0,20.5,1037.0
1244,1244,2008-01-02 17:30:00,2008-01-02 17:00:00,2008-01-02 17:45:00,15,ORD,JFK,0.0,15.0,5.0,0.0,0.0,-9.4,-13.9,70.0,0.0,330.0,20.5,1037.0
155,155,2008-01-02 18:15:00,2008-01-02 18:00:00,2008-01-02 18:51:00,36,ORD,CAE,41.0,0.0,0.0,0.0,0.0,-8.3,-13.3,67.0,0.0,310.0,22.3,1037.0
167,167,2008-01-02 18:00:00,2008-01-02 18:00:00,2008-01-02 18:09:00,9,ORD,CLT,,,,,,-8.3,-13.3,67.0,0.0,310.0,22.3,1037.0
1568,1568,2008-01-02 17:45:00,2008-01-02 18:00:00,2008-01-02 18:13:00,28,ORD,AZO,0.0,0.0,0.0,0.0,27.0,-8.3,-13.3,67.0,0.0,310.0,22.3,1037.0
159,159,2008-01-02 19:30:00,2008-01-02 19:00:00,2008-01-02 23:46:00,256,ORD,CAK,248.0,0.0,0.0,0.0,0.0,-7.2,-12.9,64.0,0.0,300.0,18.4,1037.5
140,140,2008-01-02 19:15:00,2008-01-02 19:00:00,2008-01-02 19:35:00,20,ORD,ABE,48.0,0.0,0.0,0.0,0.0,-7.2,-12.9,64.0,0.0,300.0,18.4,1037.5
170,170,2008-01-02 18:45:00,2008-01-02 19:00:00,2008-01-02 19:03:00,18,ORD,DSM,,,,,,-7.2,-12.9,64.0,0.0,300.0,18.4,1037.5
142,142,2008-01-02 19:55:00,2008-01-02 20:00:00,2008-01-02 20:14:00,19,ORD,ATW,19.0,0.0,0.0,0.0,0.0,-6.7,-12.8,62.0,0.0,300.0,18.4,1037.4
1542,1542,2008-01-02 19:31:00,2008-01-02 20:00:00,2008-01-02 20:13:00,42,ORD,TVC,0.0,0.0,0.0,0.0,55.0,-6.7,-12.8,62.0,0.0,300.0,18.4,1037.4
1544,1544,2008-01-02 19:55:00,2008-01-02 20:00:00,2008-01-02 20:25:00,30,ORD,OKC,24.0,0.0,0.0,0.0,0.0,-6.7,-12.8,62.0,0.0,300.0,18.4,1037.4
165,165,2008-01-02 21:09:00,2008-01-02 21:00:00,2008-01-02 00:50:00,221,ORD,CLT,209.0,0.0,0.0,0.0,0.0,-7.2,-12.9,64.0,0.0,290.0,16.6,1038.2
153,153,2008-01-02 21:15:00,2008-01-02 21:00:00,2008-01-02 23:00:00,105,ORD,BNA,95.0,0.0,0.0,0.0,0.0,-7.2,-12.9,64.0,0.0,290.0,16.6,1038.2
147,147,2008-01-02 20:59:00,2008-01-02 21:00:00,2008-01-02 21:10:00,11,ORD,BDL,,,,,,-7.2,-12.9,64.0,0.0,290.0,16.6,1038.2
194,194,2008-01-02 21:35:00,2008-01-02 22:00:00,2008-01-02 22:10:00,35,ORD,PIT,39.0,0.0,0.0,0.0,0.0,-7.2,-13.2,62.0,0.0,280.0,16.6,1038.7
151,151,2008-01-02 21:40:00,2008-01-02 22:00:00,2008-01-02 23:08:00,88,ORD,BMI,0.0,0.0,0.0,0.0,79.0,-7.2,-13.2,62.0,0.0,280.0,16.6,1038.7
171,171,2008-01-02 22:20:00,2008-01-02 22:00:00,2008-01-02 22:43:00,23,ORD,DSM,15.0,0.0,0.0,0.0,0.0,-7.2,-13.2,62.0,0.0,280.0,16.6,1038.7
8229,8229,2008-01-03 05:00:00,2008-01-03 05:00:00,2008-01-03 05:26:00,26,ORD,PHX,26.0,0.0,4.0,0.0,0.0,-13.9,-17.9,72.0,0.0,280.0,11.2,1041.7
232,232,2008-01-03 06:15:00,2008-01-03 06:00:00,2008-01-03 07:32:00,77,ORD,GSO,0.0,0.0,0.0,0.0,63.0,-14.4,-17.9,75.0,0.0,270.0,5.4,1040.9
4985,4985,2008-01-03 06:30:00,2008-01-03 06:00:00,2008-01-03 06:55:00,25,ORD,BOS,0.0,25.0,6.0,0.0,0.0,-14.4,-17.9,75.0,0.0,270.0,5.4,1040.9
1626,1626,2008-01-03 06:00:00,2008-01-03 06:00:00,2008-01-03 06:02:00,2,ORD,CVG,,,,,,-14.4,-17.9,75.0,0.0,270.0,5.4,1040.9
214,214,2008-01-03 07:25:00,2008-01-03 07:00:00,2008-01-03 09:06:00,101,ORD,BUF,0.0,0.0,0.0,0.0,104.0,-15.0,-18.3,76.0,0.0,280.0,7.6,1040.8
75,75,2008-01-03 06:50:00,2008-01-03 07:00:00,2008-01-03 06:50:00,0,ORD,EWR,0.0,0.0,23.0,0.0,0.0,-15.0,-18.3,76.0,0.0,280.0,7.6,1040.8
231,231,2008-01-03 06:37:00,2008-01-03 07:00:00,2008-01-03 06:48:00,11,ORD,GRB,,,,,,-15.0,-18.3,76.0,0.0,280.0,7.6,1040.8
1629,1629,2008-01-03 08:17:00,2008-01-03 08:00:00,2008-01-03 08:17:00,0,ORD,SBN,,,,,,-15.6,-18.3,80.0,0.0,250.0,5.4,1040.9
241,241,2008-01-03 07:56:00,2008-01-03 08:00:00,2008-01-03 08:10:00,14,ORD,MHT,20.0,0.0,0.0,0.0,0.0,-15.6,-18.3,80.0,0.0,250.0,5.4,1040.9
1251,1251,2008-01-03 07:50:00,2008-01-03 08:00:00,2008-01-03 07:50:00,0,ORD,CVG,0.0,0.0,18.0,0.0,0.0,-15.6,-18.3,80.0,0.0,250.0,5.4,1040.9
205,205,2008-01-03 09:00:00,2008-01-03 09:00:00,2008-01-03 09:00:00,0,ORD,ABE,,,,,,-16.1,-18.9,79.0,0.0,250.0,5.4,1040.9
222,222,2008-01-03 09:00:00,2008-01-03 09:00:00,2008-01-03 09:14:00,14,ORD,CLT,,,,,,-16.1,-18.9,79.0,0.0,250.0,5.4,1040.9
216,216,2008-01-03 09:05:00,2008-01-03 09:00:00,2008-01-03 09:54:00,49,ORD,CAE,0.0,0.0,0.0,0.0,35.0,-16.1,-18.9,79.0,0.0,250.0,5.4,1040.9
211,211,2008-01-03 10:13:00,2008-01-03 10:00:00,2008-01-03 10:20:00,7,ORD,BMI,,,,,,-16.7,-18.9,83.0,0.0,240.0,5.4,1041.2
229,229,2008-01-03 09:45:00,2008-01-03 10:00:00,2008-01-03 10:15:00,30,ORD,DSM,46.0,0.0,0.0,0.0,0.0,-16.7,-18.9,83.0,0.0,240.0,5.4,1041.2
226,226,2008-01-03 09:45:00,2008-01-03 10:00:00,2008-01-03 10:19:00,34,ORD,CWA,32.0,0.0,0.0,0.0,0.0,-16.7,-18.9,83.0,0.0,240.0,5.4,1041.2
1651,1651,2008-01-03 10:57:00,2008-01-03 11:00:00,2008-01-03 10:57:00,0,ORD,CLE,0.0,0.0,0.0,0.0,25.0,-17.2,-19.4,83.0,0.0,230.0,7.6,1040.9
223,223,2008-01-03 11:02:00,2008-01-03 11:00:00,2008-01-03 11:30:00,28,ORD,CLT,21.0,0.0,0.0,0.0,0.0,-17.2,-19.4,83.0,0.0,230.0,7.6,1040.9
1639,1639,2008-01-03 11:30:00,2008-01-03 11:00:00,2008-01-03 11:33:00,3,ORD,PIT,,,,,,-17.2,-19.4,83.0,0.0,230.0,7.6,1040.9
27,27,2008-01-03 12:05:00,2008-01-03 12:00:00,2008-01-03 12:06:00,1,ORD,IAH,,,,,,-17.8,-20.0,83.0,0.0,220.0,9.4,1041.0
1248,1248,2008-01-03 12:10:00,2008-01-03 12:00:00,2008-01-03 14:30:00,140,ORD,CVG,140.0,0.0,6.0,0.0,0.0,-17.8,-20.0,83.0,0.0,220.0,9.4,1041.0
246,246,2008-01-03 11:55:00,2008-01-03 12:00:00,2008-01-03 13:30:00,95,ORD,SBN,90.0,0.0,0.0,0.0,0.0,-17.8,-20.0,83.0,0.0,220.0,9.4,1041.0
68,68,2008-01-03 12:50:00,2008-01-03 13:00:00,2008-01-03 13:00:00,10,ORD,EWR,0.0,0.0,89.0,0.0,0.0,-17.8,-20.0,83.0,0.0,220.0,5.4,1040.8
213,213,2008-01-03 13:10:00,2008-01-03 13:00:00,2008-01-03 13:24:00,14,ORD,BNA,0.0,0.0,0.0,0.0,18.0,-17.8,-20.0,83.0,0.0,220.0,5.4,1040.8
207,207,2008-01-03 13:15:00,2008-01-03 13:00:00,2008-01-03 14:14:00,59,ORD,AUS,46.0,0.0,0.0,0.0,0.0,-17.8,-20.0,83.0,0.0,220.0,5.4,1040.8
208,208,2008-01-03 13:35:00,2008-01-03 14:00:00,2008-01-03 13:47:00,12,ORD,AVP,,,,,,-17.8,-19.4,87.0,0.0,180.0,7.6,1040.2
204,204,2008-01-03 14:18:00,2008-01-03 14:00:00,2008-01-03 14:35:00,17,ORD,ABE,,,,,,-17.8,-19.4,87.0,0.0,180.0,7.6,1040.2
217,217,2008-01-03 14:10:00,2008-01-03 14:00:00,2008-01-03 14:12:00,2,ORD,CAE,,,,,,-17.8,-19.4,87.0,0.0,180.0,7.6,1040.2
206,206,2008-01-03 14:45:00,2008-01-03 15:00:00,2008-01-03 14:45:00,0,ORD,ATW,,,,,,-15.6,-18.9,76.0,0.0,200.0,14.8,1040.0
1636,1636,2008-01-03 14:50:00,2008-01-03 15:00:00,2008-01-03 14:59:00,9,ORD,CLE,,,,,,-15.6,-18.9,76.0,0.0,200.0,14.8,1040.0
225,225,2008-01-03 14:50:00,2008-01-03 15:00:00,2008-01-03 16:33:00,103,ORD,COS,0.0,0.0,0.0,0.0,90.0,-15.6,-18.9,76.0,0.0,200.0,14.8,1040.0
1249,1249,2008-01-03 16:15:00,2008-01-03 16:00:00,2008-01-03 16:15:00,0,ORD,CVG,,,,,,-12.2,-16.7,69.0,0.0,210.0,14.8,1039.7
1633,1633,2008-01-03 15:56:00,2008-01-03 16:00:00,2008-01-03 16:12:00,16,ORD,CLE,0.0,0.0,0.0,0.0,29.0,-12.2,-16.7,69.0,0.0,210.0,14.8,1039.7
247,247,2008-01-03 16:25:00,2008-01-03 16:00:00,2008-01-03 16:55:00,30,ORD,SPI,0.0,0.0,0.0,0.0,30.0,-12.2,-16.7,69.0,0.0,210.0,14.8,1039.7
1638,1638,2008-01-03 17:14:00,2008-01-03 17:00:00,2008-01-03 17:14:00,0,ORD,FSD,,,,,,-10.6,-16.1,64.0,0.0,200.0,20.5,1039.0
